origin,origin_length,text_original,text_translated,pointers
0x0E02581C,22,ごめんね、ごめんね！{np},,0x0E025F58
0x0E025834,14,あたし、今、{nl},,0x0E025F60
0x0E025844,28,ハクサイだいまおうのヤツに{nl},,0x0E025F64
0x0E025860,28,思い出をうばわれてるの！！{np},,0x0E025F68
0x0E02587C,28,だから、ところどころ、思い{nl},,0x0E025F6C
0x0E025898,28,だせない思い出もあるのよ！{np},,0x0E025F70
0x0E0258B4,12,……………{np},,0x0E025F74
0x0E0258C0,12,ごめん！！{np},,0x0E025F78
0x0E0258CC,28,ハクサイだいまおうをやっつ{nl},,0x0E025F7C
0x0E0258E8,26,けるために、みんなに力を{nl},,0x0E025F80
0x0E025904,26,かしてもらってる所なの！{np},,0x0E025F84
0x0E025920,26,ハクサイだいまおうには…{nl},,0x0E025F88
0x0E02593C,28,みんなこまってるガン………{np},,0x0E025F8C
0x0E025958,28,でも…第二のご主人様に……{nl},,0x0E02613C
0x0E025974,28,おぼえてもらえてもナイなん{nl},,0x0E026140
0x0E025990,28,て……ショックだガン………{np},,0x0E026144
0x0E0259AC,28,あの…第二のご主人って…？{nl},,0x0E026154
0x0E0259C8,28,ちょっとでも話してくれたら{nl},,0x0E026158
0x0E0259E4,22,思いだせるかも………{np},,0x0E02615C
0x0E0259FC,22,………オレ様の最初の{nl},,0x0E02616C
0x0E025A14,26,ご主人はガンちゃん………{np},,0x0E026170
0x0E025A30,26,ガンちゃんは、おもちゃの{nl},,0x0E026174
0x0E025A4C,26,中で、オレ様を一番大切に{nl},,0x0E026178
0x0E025A68,28,してくれてたんだゴン……。{np},,0x0E02617C
0x0E025A84,18,ガンちゃん…？？{nl},,0x0E026180
0x0E025A98,26,……えーと…えーと………{np},,0x0E026184
0x0E025AB4,26,ガンちゃん一家が引っこす{nl},,0x0E02618C
0x0E025AD0,28,ことになった時、ガンちゃん{nl},,0x0E026190
0x0E025AEC,22,はお別れのしるしに、{np},,0x0E026194
0x0E025B04,16,なかのよかった{nl},,0x0E0261A0
0x0E025B14,14,{momo}ちゃんに、{nl},,0x0E0261A4
0x0E025B24,28,オレをあげたんだゴン………{np},,0x0E0261A8
0x0E025B40,20,それから…オレは、{nl},,0x0E0261B4
0x0E025B54,18,{momo}ちゃんを第二の{nl},,0x0E0261B8
0x0E025B68,17,ご主人と思って…,,0x0E0261BC
0x0E025B7C,10,ずっと…{np},,0x0E0261C0
0x0E025B88,14,ずっと………{np},,0x0E0261C4
0x0E025B98,14,…さよなら、{nl},,0x0E0263A0
0x0E025BA8,16,あっ、待って！{nl},,0x0E0263D8
0x0E025BB8,24,お願い、待ってよお！！{np},,0x0E0263E0
0x0E025BD0,26,ガンちゃん…ガンちゃん…{nl},,0x0E0263E8
0x0E025BEC,12,え〜と……{np},,0x0E0263EC
0x0E025BF8,25,あっ！！{np}思いだした！！{np},,0x0E0265A8
0x0E025C14,10,ア〜ン、{nl},,0x0E0265BC
0x0E025C20,18,{momo}のバカバカ！！{np},,0x0E0265C0
0x0E025C34,26,どうしてガンボットのいる{nl},,0x0E0265C4
0x0E025C50,26,間に思いだせないのよお！{np},,0x0E0265C8
0x0E025C6C,10,よっぽど{nl},,0x0E0265CC
0x0E025C78,22,ショックだったんだ…{np},,0x0E0265D0
0x0E025C90,18,どうしよう………{nl},,0x0E0265D4
0x0E025CA4,28,ごめんね……ガンボット……{np},,0x0E0265D8
0x0E025CC0,14,そうだね……{nl},,0x0E0265F8
0x0E025CD0,28,おじいちゃんのいばしょだけ{nl},,0x0E0265FC
0x0E025CEC,24,でもわかったんだもん。{np},,0x0E026600
0x0E025D04,26,とにかく、おじいちゃんの{nl},,0x0E026604
0x0E025D20,16,トコに行こう！{np},,0x0E026608
0x0E026680,20,オーホホホホホ！、{nl},,0x0E026990
0x0E026694,8,どうだ{nl},,0x0E026998
0x0E02669C,24,スッパいだろォォォッ！{np},,0x0E02699C
0x0E0266B4,24,いや〜ん、スッパ〜い、{nl},,0x0E0269B0
0x0E0266CC,18,目がイタい〜ッ！{np},,0x0E0269B4
0x0E0266E0,28,あんた達、まったくお相手に{nl},,0x0E0269BC
0x0E0266FC,20,ならないですわよ。{nl},,0x0E0269C0
0x0E026710,26,オホホホホホホ……………{np},,0x0E0269C4
0x0E02672C,20,出直しておいで！！{np},,0x0E0269CC
0x0E026740,16,イタタタタタ…{nl},,0x0E0269DC
0x0E026750,20,{baku}、だいじょうぶ？{np},,0x0E0269E0
0x0E026764,12,よかった。{nl},,0x0E0269E4
0x0E026770,24,だいじょうぶみたいね。{np},,0x0E0269E8
0x0E026788,28,よ〜し、ミラクルレモンズ！{nl},,0x0E0269EC
0x0E0267A4,24,今度は負けないわよ！！{np},,0x0E0269F0
0x0E026A78,23,{opt}おじいちゃんの家まえ{nl},,0x0E026B90
0x0E026A90,23,{opt}おじいちゃんの家中１{nl},,0x0E026B94
0x0E026AA8,17,{opt}フラワーブレス{nl},,0x0E026B98
0x0E026ABC,23,{opt}おじいちゃんの家中２{nl},,0x0E026B9C
0x0E026DA8,28,おじいちゃんに、また会える{nl},,0x0E02711C
0x0E026DC4,24,なんて思わなかった……{np},,0x0E027124
0x0E026DDC,12,なぁ〜に、{nl},,0x0E027138
0x0E026DE8,22,いつだって会えるさ。{np},,0x0E02713C
0x0E026E00,20,{momo}がおじいちゃんの{nl},,0x0E027144
0x0E026E14,28,ことを思い出してくれれば、{nl},,0x0E027148
0x0E026E30,14,すぐにのう。{np},,0x0E02714C
0x0E026E40,12,ほら、{momo}、{nl},,0x0E02715C
0x0E026E4C,22,むこうを見てごらん。{np},,0x0E027160
0x0E026E64,16,キャプテン！！{nl},,0x0E02726C
0x0E026E74,18,キャプテンだ！！{np},,0x0E027270
0x0E026E88,16,{momo}ちゃん…！！{nl},,0x0E027294
0x0E026E98,8,わしの{nl},,0x0E027298
0x0E026EA0,20,大スキな{momo}ちゃん！{np},,0x0E02729C
0x0E026EB4,22,また会えるなんて…！{np},,0x0E0272A4
0x0E026ECC,18,げんきそうだね、{nl},,0x0E0272AC
0x0E026EE0,24,キャプテン！よかった！{np},,0x0E0272B0
0x0E0272B8,16,あっ、そうだ！{np},,0x0E02785C
0x0E0272C8,16,おじいちゃん！{nl},,0x0E027878
0x0E0272D8,20,時計、なおせる！？{np},,0x0E02787C
0x0E0272EC,24,もちろん、なおせるよ。{nl},,0x0E027888
0x0E027304,14,{momo}の時計が、{nl},,0x0E02788C
0x0E027314,18,こわれたのかい？{np},,0x0E027890
0x0E027328,11,うん………,,0x0E027894
0x0E027334,28,おんなじようなモンかなぁ…{np},,0x0E027898
0x0E027350,22,コレなんだけど………{np},,0x0E0278B4
0x0E027368,19,これはヒドイの〜{np}{nl},,0x0E027A70
0x0E02737C,26,おや、これはクロックさん{nl},,0x0E027A78
0x0E027398,16,じゃないかな？{np},,0x0E027A7C
0x0E0273A8,28,おじいちゃん、クロックさん{nl},,0x0E027A94
0x0E0273C4,22,のこと、知ってるの？{np},,0x0E027A98
0x0E0273DC,26,ああ、よく知っておるよ。{nl},,0x0E027A9C
0x0E0273F8,26,２ヵ月に１回、必ず会って{nl},,0x0E027AA0
0x0E027414,18,おったからのう。{np},,0x0E027AA4
0x0E027428,28,じゃあ、クロックさんの定期{nl},,0x0E027AA8
0x0E027444,26,てんけんをしてたのって、{nl},,0x0E027AAC
0x0E027460,26,おじいちゃんだったんだ！{np},,0x0E027AB0
0x0E02747C,20,ああ、そうじゃよ。{np},,0x0E027AB4
0x0E027490,8,でも、{nl},,0x0E027ABC
0x0E027498,18,ただの{momo}ランドの{nl},,0x0E027AC0
0x0E0274AC,26,門番だったら仕方ないが、{np},,0x0E027AC4
0x0E0274C8,22,{momo}について歩くのに、{nl},,0x0E027AC8
0x0E0274E0,28,あんまり時間にウルサイのも{nl},,0x0E027ACC
0x0E0274FC,18,考えもんだのう。{np},,0x0E027AD0
0x0E027510,26,時々は、ちょびっとクルう{nl},,0x0E027AD4
0x0E02752C,26,ようにしてやろうかのぉ。{np},,0x0E027AD8
0x0E027548,8,あは。{np},,0x0E027ADC
0x0E027550,22,ほい、なおったぞい。{np},,0x0E027CBC
0x0E027568,28,？　あれ？　クロックさん！{np},,0x0E027CD0
0x0E027584,24,？　おかしいのう……。{nl},,0x0E027CD4
0x0E02759C,20,ネジのひとつでも、{nl},,0x0E027CD8
0x0E0275B0,20,つけわすれたかな？{np},,0x0E027CDC
0x0E0275C4,16,クロックさん！{np},,0x0E027CE0
0x0E0275D4,8,ンあ？{nl},,0x0E027CE8
0x0E0275DC,26,ふわぁ〜あ〜あふぅ〜……{nl},,0x0E027CEC
0x0E0275F8,16,よくねた………{np},,0x0E027CF0
0x0E027608,22,なぜ、ワシをみんなで{nl},,0x0E027CF4
0x0E027620,22,見ているのであるか？{np},,0x0E027CF8
0x0E027638,26,おまえさんがこわれていた{nl},,0x0E027DC8
0x0E027654,28,から、みんな心配しておった{nl},,0x0E027DCC
0x0E027670,12,んじゃよ。{np},,0x0E027DD0;0x0E029300
0x0E027DF0,28,おお。カワイイヤツじゃな。{nl},,0x0E0283C0
0x0E027E0C,22,{momo}、このコの名前は？{np},,0x0E0283C8
0x0E027E24,16,{baku}っていうの！{nl},,0x0E0283E4
0x0E027E34,16,あたしの一番、{nl},,0x0E0283E8
0x0E027E44,20,新しいお友達だよ。{np},,0x0E0283EC
0x0E027E58,14,そうか{baku}か。{np},,0x0E028404
0x0E027E68,18,ほら、チーズだ。{nl},,0x0E028614
0x0E027E7C,16,スキじゃろう？{np},,0x0E028618
0x0E027E8C,26,そうかそうか、うまいか。{nl},,0x0E028628
0x0E027EA8,28,ん？もう一つか？よしよし。{np},,0x0E02862C
0x0E027EC4,16,おじいちゃん、{nl},,0x0E028644
0x0E027ED4,28,他のみんなはお話できるのに{np},,0x0E028648
0x0E027EF0,16,どうして{baku}だけ{nl},,0x0E028650
0x0E027F00,24,お話できないのかなあ。{np},,0x0E028654
0x0E027F18,22,{momo}、言葉だけで気持ち{nl},,0x0E028658
0x0E027F30,28,を分かろうとしてもだめなん{nl},,0x0E02865C
0x0E027F4C,10,じゃよ。{np},,0x0E028660;0x0E02952C
0x0E027F58,24,おお、そうか、そうか。{np},,0x0E028834
0x0E027F70,14,{baku}はチーズが{nl},,0x0E028854
0x0E027F80,16,スキじゃのう。{np},,0x0E028858
0x0E027F90,17,もしかして……{np}{nl},,0x0E028864
0x0E027FA4,20,おじいちゃんは{baku}の{nl},,0x0E028868
0x0E027FB8,20,言葉もわかるの？　{np},,0x0E02886C
0x0E027FCC,18,おお、わかるぞ。{nl},,0x0E028870
0x0E027FE0,28,わしらは言葉で話しておるの{nl},,0x0E028874
0x0E027FFC,20,じゃないんじゃよ。{np},,0x0E028878
0x0E028010,26,心で話をしておるのじゃ。{nl},,0x0E028880
0x0E02802C,26,わしにはな、キャプテンの{nl},,0x0E028884
0x0E028048,20,言葉も{baku}の言葉も、{np},,0x0E028888
0x0E02805C,12,み〜んな、{nl},,0x0E02888C
0x0E028068,26,この心に聞こえておるよ。{nl},,0x0E028890
0x0E028084,12,なあ、{baku}。{np},,0x0E028894
0x0E028090,24,今、チーズがおいしいと{nl},,0x0E0289A8
0x0E0280A8,22,言っておるよ。のう。{np},,0x0E0289AC
0x0E0280C0,20,なんで？　どして？{np},,0x0E0289C0
0x0E0280D4,18,あたしだって{baku}と{nl},,0x0E0289C8
0x0E0280E8,28,おしゃべりしたいのに、なん{nl},,0x0E0289CC
0x0E028104,28,であたしにはわかんないの？{np},,0x0E0289D0
0x0E028120,8,{momo}や、{nl},,0x0E0289D8
0x0E028128,22,あせってはいかんよ。{np},,0x0E0289DC
0x0E028140,22,心をすましてごらん。{np},,0x0E0289E0
0x0E028158,18,{baku}のコトを本当に{nl},,0x0E0289E4
0x0E02816C,24,わかりたいと思ったら、{nl},,0x0E0289E8
0x0E028184,20,心が通じるんじゃ。{np},,0x0E0289EC
0x0E028198,12,ゆっくり、{nl},,0x0E0289F0
0x0E0281A4,24,時間をかけるんじゃよ。{np},,0x0E0289F4
0x0E0289F8,12,{momo}ちゃんの{nl},,0x0E0292B0
0x0E028A04,16,おじいちゃん。{np},,0x0E0292B8
0x0E028A14,28,実は、この思い出の世界が、{nl},,0x0E0292C0
0x0E028A30,28,ハクサイだいまおうのせいで{nl},,0x0E0292C4
0x0E028A4C,26,大変なことになってるの！{np},,0x0E0292C8
0x0E028A68,14,そうだモン。{np},,0x0E0292D0
0x0E028A78,22,ハクサイだいまおうが{nl},,0x0E0292D4
0x0E028A90,24,思い出を消しちゃおうと{nl},,0x0E0292D8
0x0E028AA8,20,しているんだモン。{np},,0x0E0292DC
0x0E028ABC,12,そうか……{nl},,0x0E0292EC
0x0E028AC8,22,手助けしてあげたいん{nl},,0x0E0292F0
0x0E028AE0,22,じゃが…………………{np},,0x0E0292F4
0x0E028AF8,26,残念だが、おじいちゃんが{nl},,0x0E0292F8
0x0E028B14,26,手助けすることはできない{nl},,0x0E0292FC
0x0E028B30,16,なんでーッ！？{np},,0x0E029304
0x0E028B40,28,自分の思い出は、自分の手で{nl},,0x0E029308
0x0E028B5C,24,守らねばならんのじゃ。{nl},,0x0E02930C
0x0E028B74,18,わかるかな、{momo}。{np},,0x0E029310
0x0E028B88,8,うん！{np},,0x0E029314
0x0E028B90,12,だがのう、{nl},,0x0E029318
0x0E028B9C,22,{momo}にこれをあげよう。{np},,0x0E02931C
0x0E028BB4,14,これは……？{np},,0x0E029504
0x0E028BC4,6,もう{nl},,0x0E029510
0x0E028BCC,24,わすれてしまったかな？{np},,0x0E029514
0x0E028BE4,22,これは、{momo}のパパが、{nl},,0x0E02951C
0x0E028BFC,14,むかし………{np},,0x0E029520
0x0E028C0C,26,クリスマス・プレゼントと{nl},,0x0E029524
0x0E028C28,22,して、{momo}にあげたもの{nl},,0x0E029528
0x0E028C40,28,そうだ……。パパが、三つの{nl},,0x0E029530
0x0E028C5C,28,願い事がかなうよってくれた{nl},,0x0E029534
0x0E028C78,18,ブレスレットだ。{np},,0x0E029538
0x0E028C8C,26,でも、パパがサンタだって{nl},,0x0E02953C
0x0E028CA8,26,わかっちゃって、そんなの{nl},,0x0E029540
0x0E028CC4,26,ウソだって思ってた………{np},,0x0E029544
0x0E028CE0,28,今も、願い事がかなわないと{nl},,0x0E029550
0x0E028CFC,14,思うかね？　{np},,0x0E029554
0x0E028D0C,24,ううん………今は………{np},,0x0E029558
0x0E028D24,20,{momo}ちゃん。じゃあ、{nl},,0x0E02955C
0x0E028D38,26,ハクサイだいまおうのいる{nl},,0x0E029718
0x0E028D54,28,トコを知りたいって願って！{np},,0x0E02971C
0x0E028D70,20,うん、やってみる！{np},,0x0E029728
0x0E028D84,11,{fast}教えて！{nl},,0x0E029740
0x0E028D90,29,{fast}ハクサイだいまおうはドコに{nl},,0x0E029744
0x0E028DB0,12,{fast}いるの！？,,0x0E029748
0x0E028DBC,6,{momo}、{np},,0x0E029760
0x0E028DC4,26,この世界で、ハクサイだい{nl},,0x0E029768
0x0E028DE0,26,まおうのまりょくをこえる{nl},,0x0E02976C
0x0E028DFC,20,ものはないんじゃ。{np},,0x0E029770
0x0E028E10,28,つまり、フラワーブレスは、{nl},,0x0E029774
0x0E028E2C,26,ハクサイだいまおうの力を{nl},,0x0E029778
0x0E028E48,24,こえるようなお願いは、{np},,0x0E02977C
0x0E028E60,26,かなえられないんじゃよ。{np},,0x0E029780
0x0E028E7C,10,なんだ！{nl},,0x0E029784
0x0E028E88,26,それじゃ役にたたないよ！{np},,0x0E029930
0x0E028EA4,26,あわてない、あわてない、{nl},,0x0E02993C
0x0E028EC0,6,{momo}。{np},,0x0E029940
0x0E028EC8,22,ハクサイだいまおうの{nl},,0x0E029948
0x0E028EE0,24,いばしょを知る方法は、{nl},,0x0E02994C
0x0E028EF8,20,他にはないのかい？{np},,0x0E029950
0x0E028F0C,20,クワッ！{momo}ちゃん！{nl},,0x0E02995C
0x0E028F20,18,思いだしたガア！{np},,0x0E029960
0x0E028F34,22,ポテトボンボン達が、{nl},,0x0E029964
0x0E028F4C,28,ハローパンプキンなら知って{nl},,0x0E029968
0x0E028F68,22,るっていってたガア。{np},,0x0E02996C
0x0E028F80,10,そっか。{nl},,0x0E029970
0x0E028F8C,28,じゃあ、まず、パンプキンを{nl},,0x0E029974
0x0E028FA8,20,さがせばいいんだ。{np},,0x0E029978
0x0E028FBC,19,{fast}フラワーブレス、{nl},,0x0E029990
0x0E028FD0,28,{fast}ハローパンプキンはドコ！？,,0x0E029994
0x0E028FEC,28,ひどいモン！あんなにキレイ{nl},,0x0E0299A8
0x0E029008,28,だった絵本たちの森が、白黒{nl},,0x0E0299AC
0x0E029024,24,になっちゃってるモン。{np},,0x0E0299B0
0x0E02903C,10,きっと、{nl},,0x0E0299B4
0x0E029048,28,パンプキンのしわざである！{np},,0x0E0299B8
0x0E029064,26,パンプキンをやっつけて、{nl},,0x0E0299BC
0x0E029080,24,絵本たちを助けなきゃ！{np},,0x0E029A50
0x0E029098,22,絵本の森はこの先だ、{nl},,0x0E029A64
0x0E0290B0,20,行こうではないか！{np},,0x0E029A68
0x0E0290C4,16,うん、行こう！{np},,0x0E029A78
0x0E029A7C,28,おじいちゃん…わし…わし…{np},,0x0E02A0C0
0x0E029A98,26,わしのことは心配せんでも{nl},,0x0E02A0D8
0x0E029AB4,28,いいんじゃよ、キャプテン。{np},,0x0E02A0DC
0x0E029AD0,6,{momo}を{nl},,0x0E02A0E4
0x0E029AD8,20,助けたいんじゃな？{np},,0x0E02A0E8
0x0E029AEC,18,うん、いっしょに{nl},,0x0E02A0EC
0x0E029B00,20,行ってやってくれ。{np},,0x0E02A0F0
0x0E029B14,18,{fast}キャプテン………,,0x0E02A120
0x0E029B28,18,キャプテン………{nl},,0x0E02A2F0
0x0E029B3C,28,いっしょに行ってくれるの？{np},,0x0E02A2F4
0x0E029B58,20,でも…キャプテンは{nl},,0x0E02A2FC
0x0E029B6C,26,もう年だし、ムリしないで{nl},,0x0E02A300
0x0E029B88,14,いいんだよ。{np},,0x0E02A304
0x0E029B98,12,{momo}ちゃん…{nl},,0x0E02A310
0x0E029BA4,18,わしをいっしょに{nl},,0x0E02A314
0x0E029BB8,22,つれていっておくれ。{np},,0x0E02A318
0x0E029BD0,22,{momo}ちゃんを守るのは、{nl},,0x0E02A31C
0x0E029BE8,14,今だって……{np},,0x0E02A320
0x0E029BF8,12,わしの……{nl},,0x0E02A324
0x0E029C04,22,わしの役目なんじゃ。{np},,0x0E02A328
0x0E029C1C,22,……ありがとう……。{np},,0x0E02A32C
0x0E029C34,16,キャプテンは、{nl},,0x0E02A330
0x0E029C44,22,いつもあたしのそばに{nl},,0x0E02A334
0x0E029C5C,24,いてくれたもんね……。{np},,0x0E02A338
0x0E029C74,28,とっても、うれしいよ……。{np},,0x0E02A33C
0x0E029C90,18,？　なぁに、{baku}。{np},,0x0E02A35C
0x0E029CA4,16,{baku}、どしたの？{nl},,0x0E02A528
0x0E029CB4,20,なにが言いたいの？{np},,0x0E02A52C
0x0E029CC8,22,{momo}、言葉にたよらない{nl},,0x0E02A53C
0x0E029CE0,20,で、{baku}のことをよく{nl},,0x0E02A540
0x0E029CF4,14,見てごらん。{np},,0x0E02A544
0x0E029D04,22,心を、すますんじゃ。{np},,0x0E02A54C
0x0E029D1C,10,うん……{np},,0x0E02A550
0x0E029D28,11,{slow}{baku}も……{nl},,0x0E02A560
0x0E029D34,7,{slow}{baku}も{nl},,0x0E02A564
0x0E029D3C,11,{slow}{momo}ちゃん{nl},,0x0E02A568
0x0E029D48,14,{slow}といっしょに,,0x0E02A56C
0x0E029D58,11,{slow}たたかう{np},,0x0E02A570
0x0E029D64,22,{baku}！！　ありがとう！{np},,0x0E02A580
0x0E029D7C,4,{momo}{np},,0x0E02A584
0x0E029D80,8,……？{np},,0x0E02A590
0x0E029D88,28,自分を助けてくれるなかまを{nl},,0x0E02A594
0x0E029DA4,18,大切にしなさい。{np},,0x0E02A598
0x0E029DB8,28,そして、みんなの心のわかる{nl},,0x0E02A59C
0x0E029DD4,28,やさしいコになっておくれ。{np},,0x0E02A5A0
0x0E029DF0,22,うん。おじいちゃん、{nl},,0x0E02A740
0x0E029E08,20,また、会えるよね？{np},,0x0E02A744
0x0E029E1C,20,もちろんじゃ。{momo}が{nl},,0x0E02A750
0x0E029E30,26,わしのコトを思いだしてく{nl},,0x0E02A754
0x0E029E4C,24,れれば、いつでも、な。{np},,0x0E02A758
0x0E029E64,8,さあ、{nl},,0x0E02A760
0x0E029E6C,28,気を付けて、行っておいで。{nl},,0x0E02A764
0x0E029E88,20,がんばるんじゃぞ。{np},,0x0E02A768
0x0E029E9C,26,はい！行ってきまーす！！{np},,0x0E02A774
0x0E029EB8,20,…がんばりなさい…{nl},,0x0E02A7A4
0x0E029ECC,6,{momo}…{np},,0x0E02A7A8
0x0E02AA5C,16,もしかして……{nl},,0x0E02AE18
0x0E02AA6C,26,あれがおじいちゃんの……{np},,0x0E02AE20
0x0E02AA88,20,野菜たちがいるかも{nl},,0x0E02AE2C
0x0E02AA9C,18,知れないモン……{np},,0x0E02AE30
0x0E02AAB0,26,もしベジタブル軍ダンだっ{nl},,0x0E02AE34
0x0E02AACC,26,たら、さっさと追い出して{nl},,0x0E02AE38
0x0E02AAE8,28,この静かな森を守らなきゃ！{np},,0x0E02AE3C
0x0E02AB04,8,うん。{np},,0x0E02AE44
0x0E02AB0C,20,ムク、小屋の様子を{nl},,0x0E02AE4C
0x0E02AB20,18,見てらっしゃい。{np},,0x0E02AE50
0x0E02AB34,24,ヤダ、ボクこわいモン！{np},,0x0E02AE5C
0x0E02AB4C,28,何か、あたしにご用かのう？{np},,0x0E02B010
